Datetime,,total
2018,22:50:00,1159.6911204037501
2018,23:00:00,943.8123499909909
2018,23:10:00,1073.4424082634375
2018,23:15:00,947.9558719259911
2018,23:20:00,1107.8277372459377
2018,23:30:00,970.1622672920271
2018,23:40:00,1099.0708072162502
2018,23:45:00,996.4771498772973
2018,23:50:00,1068.5847587071873
2019,00:00:00,613.3744206618469
2019,00:15:00,604.7031719132883
2019,00:30:00,601.6895336496397
2019,00:45:00,597.9714513676577
2019,01:00:00,580.5039014434581
2019,01:15:00,568.0503394219312
2019,01:30:00,571.0354061627695
2019,01:45:00,576.069980242051
2019,02:00:00,564.9993232479791
2019,02:15:00,569.6105280695658
2019,02:30:00,571.6312142748503
2019,02:45:00,571.1991466715568
2019,03:00:00,565.3927934479042
2019,03:15:00,557.116357676542
2019,03:30:00,558.0471179017815
2019,03:45:00,556.5414485688358
2019,04:00:00,557.5862819915374
2019,04:15:00,560.362064825015
2019,04:30:00,559.3806462400746
2019,04:45:00,570.1103962996119
2019,05:00:00,570.0682100288955
2019,05:15:00,576.1031138041617
2019,05:30:00,583.9784646001347
2019,05:45:00,599.4398524188324
2019,06:00:00,601.1123558782185
2019,06:15:00,616.7461072614072
2019,06:30:00,623.1963485267514
2019,06:45:00,638.6272005441017
2019,07:00:00,656.4051401798354
2019,07:15:00,680.5704005127844
2019,07:30:00,689.9167683175599
2019,07:45:00,706.105449480988
2019,08:00:00,717.1821874626646
2019,08:15:00,727.2498354388024
2019,08:30:00,748.4197770196706
2019,08:45:00,767.1019494676797
2019,09:00:00,780.9823220275599
2019,09:15:00,799.0019713546708
2019,09:30:00,811.5815135849551
2019,09:45:00,842.4133087001497
2019,10:00:00,853.7270547772454
2019,10:15:00,864.6845186530688
2019,10:30:00,877.2964139382035
2019,10:45:00,886.8589358860779
2019,11:00:00,905.2805272653593
2019,11:15:00,923.246463142006
2019,11:30:00,925.1308535243263
2019,11:45:00,929.4232657603294
2019,12:00:00,942.3888693583383
2019,12:15:00,940.2356240692365
2019,12:30:00,947.4207799217963
2019,12:45:00,960.5788711894312
2019,13:00:00,967.5002838416766
2019,13:15:00,970.2301477305091
2019,13:30:00,977.9401746375449
2019,13:45:00,980.4185816849551
2019,14:00:00,997.3053915800747
2019,14:15:00,1000.4402256789072
2019,14:30:00,998.9075853991167
2019,14:45:00,997.8317061500298
2019,15:00:00,995.8288270586229
2019,15:15:00,1003.8493834868713
2019,15:30:00,994.147120702096
2019,15:45:00,989.1977086807635
2019,16:00:00,994.8231198409131
2019,16:15:00,978.5830990799999
2019,16:30:00,971.718236127036
2019,16:45:00,971.6329053328742
2019,17:00:00,959.4964350748653
2019,17:15:00,926.7186952403893
2019,17:30:00,908.862069726582
2019,17:45:00,902.250500046985
2019,18:00:00,886.2093429233284
2019,18:15:00,865.2341820106886
2019,18:30:00,859.573046663982
2019,18:45:00,840.1837256788922
2019,19:00:00,824.9130971045374
2019,19:15:00,825.9223781246867
2019,19:30:00,795.1237607845522
2019,19:45:00,772.5230029197314
2019,20:00:00,754.166939594418
2019,20:15:00,740.4640340523582
2019,20:30:00,730.1692646194031
2019,20:45:00,717.7793423687015
2019,21:00:00,701.034652521
2019,21:15:00,695.7203882942687
2019,21:30:00,685.5875261443881
2019,21:45:00,668.6191183823283
2019,22:00:00,643.0149286809822
2019,22:15:00,634.9923773886608
2019,22:30:00,615.2702584216964
2019,22:45:00,609.8887670369288
2019,23:00:00,613.5095265822107
2019,23:15:00,615.8664472393175
2019,23:30:00,612.0911183715579
2019,23:45:00,617.6062319126706
2020,00:00:00,803.9213319744673
2020,00:15:00,792.768496409836
2020,00:30:00,792.1883449530737
2020,00:45:00,792.5923591068442
2020,01:00:00,775.9357209694673
2020,01:15:00,778.3749279911476
2020,01:30:00,780.6253719756556
2020,01:45:00,778.9074518565983
2020,02:00:00,779.516703342705
2020,02:15:00,774.7629900640984
2020,02:30:00,773.9166754031558
2020,02:45:00,769.0306132321313
2020,03:00:00,769.0960833329099
2020,03:15:00,768.8109778515984
2020,03:30:00,761.6980242250819
2020,03:45:00,761.7651575584837
2020,04:00:00,762.1054241800412
2020,04:15:00,754.5394381461476
2020,04:30:00,754.7661838224182
2020,04:45:00,760.7990858859425
2020,05:00:00,765.2223766921312
2020,05:15:00,766.0544658755329
2020,05:30:00,759.6587913770493
2020,05:45:00,760.8461562252049
2020,06:00:00,769.1049671302048
2020,06:15:00,775.691268442828
2020,06:30:00,781.510973727295
2020,06:45:00,786.8496253305738
2020,07:00:00,790.8046241235246
2020,07:15:00,804.1719587225818
2020,07:30:00,795.1555611820902
2020,07:45:00,801.0932818582377
2020,08:00:00,803.2236065371312
2020,08:15:00,810.3732924492624
2020,08:30:00,813.2857099904509
2020,08:45:00,822.4122981208607
2020,09:00:00,825.385130522746
2020,09:15:00,825.613724640041
2020,09:30:00,830.8868714127458
2020,09:45:00,836.8403863212296
2020,10:00:00,846.7864518167214
2020,10:15:00,848.2989156788115
2020,10:30:00,858.5830997211475
2020,10:45:00,865.4736565998361
2020,11:00:00,874.5412392722541
2020,11:15:00,874.9661963605738
2020,11:30:00,874.4436802663114
2020,11:45:00,883.6861364444674
2020,12:00:00,891.2974529429099
2020,12:15:00,890.0631915297951
2020,12:30:00,902.594165852787
2020,12:45:00,907.4784484977049
2020,13:00:00,922.208085775328
2020,13:15:00,913.6697064747132
2020,13:30:00,909.8802506587706
2020,13:45:00,914.5347736815164
2020,14:00:00,923.0546201889754
2020,14:15:00,925.1180287746721
2020,14:30:00,933.7824334281147
2020,14:45:00,932.768253590205
2020,15:00:00,944.7591218326638
2020,15:15:00,949.5240950815573
2020,15:30:00,951.3406130986475
2020,15:45:00,953.8154911188933
2020,16:00:00,966.2956883629098
2020,16:15:00,959.0485650623771
2020,16:30:00,965.6167517325
2020,16:45:00,968.7434702438934
2020,17:00:00,964.9963815248772
2020,17:15:00,974.1250179583974
2020,17:30:00,962.5717619113151
2020,17:45:00,953.112025895548
2020,18:00:00,942.0786090701507
2020,18:15:00,926.7415770903287
2020,18:30:00,926.1893630200685
2020,18:45:00,911.7408587468631
2020,19:00:00,898.2076277467397
2020,19:15:00,886.8716991194794
2020,19:30:00,880.0187287188082
2020,19:45:00,869.2300278569179
2020,20:00:00,864.2842753804109
2020,20:15:00,850.2421521254383
2020,20:30:00,842.6041194136028
2020,20:45:00,840.825362263726
2020,21:00:00,839.4932033813425
2020,21:15:00,830.443119052726
2020,21:30:00,831.7716314297671
2020,21:45:00,829.0372458324657
2020,22:00:00,825.3086709650548
2020,22:15:00,816.7856488038904
2020,22:30:00,810.3514832893152
2020,22:45:00,802.9273527900823
2020,23:00:00,805.4733944897671
2020,23:15:00,804.9565036716164
2020,23:30:00,812.8563768148356
2020,23:45:00,805.786362172767
