Datetime,,total
2019,21:15:00,470.9721491625
2019,21:30:00,449.20888155
2019,21:45:00,444.752475975
2019,22:00:00,438.131309505
2019,22:15:00,435.56349581625
2019,22:30:00,421.54687498500004
2019,22:45:00,398.87500005
2019,23:00:00,423.91578945
2019,23:15:00,426.288928575
2019,23:30:00,418.3125
2019,23:45:00,434.076842145
2020,00:00:00,685.62429109125
2020,00:15:00,683.30550552375
2020,00:30:00,698.25689232
2020,00:45:00,695.60555398875
2020,01:00:00,645.4068750375
2020,01:15:00,666.4362592612499
2020,01:30:00,674.91056549625
2020,01:45:00,670.5114058575
2020,02:00:00,688.7716911412499
2020,02:15:00,656.29100875125
2020,02:30:00,672.0066165149999
2020,02:45:00,642.0147359250001
2020,03:00:00,664.36610972625
2020,03:15:00,636.6089487637499
2020,03:30:00,641.5288959075
2020,03:45:00,640.0001373975
2020,04:00:00,626.44923895125
2020,04:15:00,609.998746995
2020,04:30:00,614.5229533125
2020,04:45:00,613.9205670449999
2020,05:00:00,647.07150903375
2020,05:15:00,633.77100838125
2020,05:30:00,631.90537372875
2020,05:45:00,640.59077076375
2020,06:00:00,643.00848389625
2020,06:15:00,647.571520455
2020,06:30:00,679.6424943787499
2020,06:45:00,671.65223217
2020,07:00:00,664.0478571
2020,07:15:00,696.42417283125
2020,07:30:00,633.2034374662501
2020,07:45:00,669.4185472462501
2020,08:00:00,670.40032948125
2020,08:15:00,672.5075593275
2020,08:30:00,658.4713205025
2020,08:45:00,704.72213835
2020,09:00:00,701.46102942375
2020,09:15:00,686.18814340125
2020,09:30:00,660.1543173787501
2020,09:45:00,647.9470354800001
2020,10:00:00,658.5783716999999
2020,10:15:00,657.18161185875
2020,10:30:00,667.40833332
2020,10:45:00,656.8109709825
2020,11:00:00,672.19540047
2020,11:15:00,677.4845664375
2020,11:30:00,646.97570250375
2020,11:45:00,662.58497298
2020,12:00:00,658.940625075
2020,12:15:00,649.16539087875
2020,12:30:00,675.8729575350001
2020,12:45:00,670.08337051125
2020,13:00:00,674.3830681912501
2020,13:15:00,649.2804622762501
2020,13:30:00,633.0191071425
2020,13:45:00,631.2128983275
2020,14:00:00,617.6686448775
2020,14:15:00,625.6481341425
2020,14:30:00,625.75759574625
2020,14:45:00,632.3710714425
2020,15:00:00,631.24158654375
2020,15:15:00,625.36710528
2020,15:30:00,655.2721638187501
2020,15:45:00,634.532421225
2020,16:00:00,690.3319398075
2020,16:15:00,681.0648300075001
2020,16:30:00,685.81352182125
2020,16:45:00,691.621921635
2020,17:00:00,698.4709974074999
2020,17:15:00,724.255444695
2020,17:30:00,725.0750000099999
2020,17:45:00,729.6859909500001
2020,18:00:00,745.4985714000001
2020,18:15:00,716.52015936
2020,18:30:00,718.2794117999999
2020,18:45:00,714.50416665
2020,19:00:00,705.8186273699998
2020,19:15:00,691.3479166049999
2020,19:30:00,738.4181111999999
2020,19:45:00,734.6174561099999
2020,20:00:00,743.4596014499999
2020,20:15:00,736.1794116450001
2020,20:30:00,720.54551415
2020,20:45:00,738.70535595
2020,21:00:00,711.22418838
2020,21:15:00,698.712499995
2020,21:30:00,716.0531249999999
2020,21:45:00,727.385416665
2020,22:00:00,726.10149345
2020,22:15:00,699.02476188
2020,22:30:00,701.01904758
2020,22:45:00,703.8654135
2020,23:00:00,696.6514812
2020,23:15:00,699.7575792
2020,23:30:00,716.1771468000001
2020,23:45:00,701.4627349050002
