,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
0,,,,,,0.0,,0.0,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,
1,,,,,,0.0,,0.0,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,
2,,,,,,0.0,,0.0,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,
3,,,,,,0.0,,0.0,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,
4,,,,,,0.0,,0.0,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,
5,,,,,,0.0,,0.0,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,
6,,,,,,0.0,,0.0,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,
7,,,,,,0.0,,0.0,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,
8,,,,,,0.0,,0.0,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,
9,,,,,,0.0,,0.0,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,
10,,,,,,0.0,,0.0,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,
11,,,,,,0.0,,0.0,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,
12,,,,,,0.0,,0.0,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,
13,,,,,,0.0,,0.0,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,
14,,,,,,0.0,,0.0,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,
15,,,,,,0.0,,0.0,,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,
16,,,,,,0.0,,0.0,,14.576892680522585,,,0.0,,,,,,,,,0.0,,,,,,,,
17,,,,,,0.0,,0.0,,40.1748176452633,,,0.0,,,,,,,,,0.0,,,,,,,,
18,,,,,,0.0,,0.0,,62.21199735453301,,,0.0,,,,,,,,,0.0,,,,,,,,
19,,,,,,0.0,,13.999999957271433,,185.61406748437935,,,0.0,,,,,,,,,41.99999972842977,,,,,,,,
20,,,,,,25.979189198850825,,53.51503643474361,,176.3527564643156,,,0.0,,,,,,,,,61.292726632977406,,,,,,,,
21,,,,,,26.00879346276411,,95.19367610651842,,246.65803587391434,,,2.452177429718208,,,,,,,,,72.07324090814976,,,,,,,,
