,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
37,,,,,,574.2321956601407,,,,574.2321956663845,,,3.5841860228275104,,,,,20.221924493353455,,574.2321956351619,,574.232195685106,,,,,,,,
38,,,,,,553.1447238935051,,,,553.1447238707232,,,3.5051558372771336,,,,,6.840442769338316,,553.1447238175782,,553.1447238900281,,,,,,,,
39,,,,,,526.7039114384406,,,,526.7039114161246,,,2.387109777862055,,,,,6.485066252058632,,526.7039113650802,,526.7039114362952,,,,,,,,
40,,,,,,511.3185096451223,,,,511.3185096495509,,,136.6563612016022,,,,,511.31850637313283,,511.31850962456735,,511.3185096418342,,,,,,,,
41,,,,,,474.96421056380404,,,,474.9642105678121,,,113.66832209494375,,,,,474.9642046418566,,474.96421054354965,,474.9642105605418,,,,,,,,
42,,,,,,453.05430143626455,,,,453.0543014397426,,,100.5584531313557,,,,,453.0542992200102,,453.0543014162587,,453.05430143301476,,,,,,,,
43,,,,,,441.219330536288,,,,441.219330539308,,,91.57030658075246,,,,,441.2193282871981,,441.21933051629765,,441.21933053300046,,,,,,,,
44,,,,,,404.03429273982704,,,,404.03429274039905,,,5.089138214241194e-05,,,,,369.7743477692541,,404.0342927181884,,404.03429273636874,,,,,,,,
45,,,,,,370.5672916760387,,,,370.56729167642607,,,4.6994056668711544e-05,,,,,342.5991369541108,,370.5672916546262,,370.5672916725614,,,,,,,,
46,,,,,,377.7390390448031,,,,377.7390390441002,,,4.022468277434314e-05,,,,,345.2834300493487,,377.7390390233326,,377.73903904133255,,,,,,,,
47,,,,,,386.1120016010349,,,,386.11200159990244,,,3.8101980586791284e-05,,,,,349.16037639834195,,386.1120015795261,,386.1120015975978,,,,,,,,
48,,,,,,353.0143749936743,,,,353.01437499542027,,,141.7535803710144,,,,,353.01437275489985,,353.01437497440185,,353.0143749904143,,,,,,,,
49,,,,,,365.08522726868017,,,,365.0852272691291,,,147.8476094998627,,,,,365.0852252782682,,365.08522724932715,,365.08522726543714,,,,,,,,
50,,,,,,335.3136396336263,,,,335.3136396333771,,,132.1605230690136,,,,,335.3136373474454,,335.31363961453826,,335.31363963040775,,,,,,,,
51,,,,,,329.1828212585792,,,,329.18282125696606,,,128.78944211827388,,,,,329.1828188709875,,329.18282123955765,,329.18282125542004,,,,,,,,
52,,,,,,331.19296874681305,,,,331.19296875828064,,,331.1929686680446,,,,,331.19296843528315,,331.19296873658504,,331.1929687446713,,,,,,,,
53,,,,,,314.17062502930645,,,,314.1706250394776,,,314.17062481346534,,,,,314.1706247041179,,314.1706250190954,,314.1706250271665,,,,,,,,
54,,,,,,332.2838404768322,,,,332.283840485466,,,332.2838378683972,,,,,332.2838401533508,,332.28384046653485,,332.2838404746863,,,,,,,,
55,,,,,,310.81160851181653,,,,310.8116085199938,,,310.81160706573746,,,,,310.81160818233036,,310.81160850155794,,310.81160850967257,,,,,,,,
56,,,,,,276.44488628632695,,,,276.44488628501887,,,271.93503546377,,,,,276.44488548680437,,276.4448862712876,,276.44488628361063,,,,,,,,
57,,,,,,319.5983224313978,,,,319.5983224287154,,,318.42228132230895,,,,,319.5983212337188,,319.5983224159427,,319.5983224286859,,,,,,,,
58,,,,,,294.86421871134365,,,,294.864218707453,,,294.3815848885034,,,,,294.86421772031474,,294.8642186959741,,294.86421870867287,,,,,,,,
59,,,,,,295.36884192382814,,,,295.3688419171329,,,293.8357815728771,,,,,295.3688413984462,,295.36884190844205,,295.36884192119885,,,,,,,,
60,,,,,,309.33209582305494,,,,309.3320958225878,,,309.3320930053893,,,,,309.33209544186553,,309.33209581318994,,309.33209582109396,,,,,,,,
61,,,,,,297.61589905179295,,,,297.6158990476337,,,297.61589434057504,,,,,297.615898693846,,297.6158990419321,,297.61589904984925,,,,,,,,
62,,,,,,300.0704044618045,,,,300.07040445647664,,,300.0704025315333,,,,,300.0704041076038,,300.0704044518591,,300.070404459863,,,,,,,,
63,,,,,,292.68083326931304,,,,292.6808332607861,,,292.6808115016125,,,,,292.68083275392166,,292.6808332591392,,292.6808332673607,,,,,,,,
64,,,,,,2.1794756446595054,,,,303.12121703238614,,,4.985133333352897e-06,,,,,7.536112055027919e-06,,278.085781803431,,62.46448344552917,,,,,,,,
65,,,,,,2.3360763834082876,,,,315.9967025335251,,,4.027310543255221e-06,,,,,6.955291753509322e-06,,285.80677072403654,,57.28608821444959,,,,,,,,
66,,,,,,3.1022278804341306,,,,344.38933735084083,,,3.3447875930579785e-06,,,,,6.376113210163881e-06,,301.284733797818,,55.53179981156336,,,,,,,,
67,,,,,,6.12242392789395e-07,,,,328.3068801274542,,,2.479038755943368e-06,,,,,5.051280498132428e-06,,287.8078204359089,,46.622539309082086,,,,,,,,
68,,,,,,316.848708953223,,,,316.84870891646955,,,6.430524262701981e-06,,,,,5.6020140308344894e-05,,316.8487089253764,,316.8487089491913,,,,,,,,
69,,,,,,314.825637526504,,,,338.41144105197924,,,5.861791222023098e-06,,,,,5.255232068915758e-05,,338.4114410568234,,338.4114410818384,,,,,,,,
70,,,,,,115.51574426934363,,,,361.2583331600531,,,4.808169661273649e-06,,,,,4.4994289091870475e-05,,361.258333168012,,361.25833319329234,,,,,,,,
71,,,,,,64.48084014506156,,,,394.77086458332883,,,3.859791315554551e-06,,,,,3.846330134500181e-05,,394.7708645939527,,394.77086461617546,,,,,,,,
72,,,,,,6.113899270944084e-10,,,,64.18140065283347,,,7.477697332558582e-07,,,,,2.0340539365154995e-06,,1.1380990790210774,,4.791672139552596e-07,,,,,,,,
73,,,,,,5.986032178121468e-10,,,,55.518465222069125,,,5.554858464988564e-07,,,,,1.6918668339300355e-06,,2.027205464670019,,2.812263608099713e-07,,,,,,,,
74,,,,,,5.874836248727842e-10,,,,48.068742988621366,,,4.885593097708842e-07,,,,,1.640701171302685e-06,,2.649005654812137,,1.4263428769537603e-07,,,,,,,,
75,,,,,,5.739211283858628e-10,,,,30.282546833957614,,,4.2388080174145495e-07,,,,,1.4723458272146794e-06,,1.5368053349557393,,9.303590365468077e-08,,,,,,,,
76,,,,,,1.3508025802081917e-09,,,,186.19546485376486,,,5.531683934787939e-07,,,,,2.0906711829952248e-06,,3.674821904351349e-05,,0.0001398105678585908,,,,,,,,
77,,,,,,1.3581833427055402e-09,,,,138.88349189980985,,,5.55049969011463e-07,,,,,1.5588095647422505e-06,,2.8320674869004254e-05,,0.00010452511887494224,,,,,,,,
78,,,,,,1.2949534951719679e-09,,,,55.82478469683221,,,5.481040766546657e-07,,,,,1.4652964687666712e-06,,1.3715239043576688e-05,,4.157305103835828e-05,,,,,,,,
79,,,,,,1.2612404543845753e-09,,,,21.362883818991936,,,5.509071416476537e-07,,,,,1.0334948492092931e-06,,9.354369596549413e-06,,3.682734719010751e-05,,,,,,,,
80,,,,,,8.831531848292011e-10,,,,2.051632152239464e-08,,,4.78533283347499e-07,,,,,7.071481254632622e-07,,1.500185236650799e-07,,1.3540938344654482e-07,,,,,,,,
81,,,,,,8.756537758732851e-10,,,,2.4321148491993305e-07,,,4.781806082712156e-07,,,,,6.168922124914308e-07,,5.3649344471574645e-08,,8.869658234764644e-08,,,,,,,,
82,,,,,,8.60180862169466e-10,,,,3.4449684107489266e-07,,,4.7132094867171514e-07,,,,,3.409684429326522e-07,,5.464494939365578e-08,,7.500878355603511e-08,,,,,,,,
83,,,,,,8.555398051571602e-10,,,,6.566342397632173e-07,,,4.6716407353329106e-07,,,,,3.416204695065459e-07,,2.5217467805201517e-08,,4.9895946426655e-08,,,,,,,,
84,,,,,,7.780283800379115e-09,,,,1.2324759056951716e-06,,,7.850402124296387e-07,,,,,4.774022638640398e-07,,5.425022690381647e-08,,25.78525292045092,,,,,,,,
85,,,,,,8.183058222789292e-09,,,,1.6731731723473852e-06,,,7.823225417677562e-07,,,,,4.782274800997166e-07,,5.478994369969615e-08,,11.906325986460986,,,,,,,,
86,,,,,,7.322593843115076e-09,,,,1.9717555814527874e-06,,,7.814023740864611e-07,,,,,4.790255282743661e-07,,5.5288914892300445e-08,,11.988420867511852,,,,,,,,
87,,,,,,8.201101721681017e-09,,,,1.975522708207493e-06,,,6.199348626516083e-07,,,,,4.812729654323324e-07,,5.651864079231639e-08,,2.8312640532810737e-08,,,,,,,,
88,,,,,,0.0,,,,80.77576533426677,,,33.875891154615424,,,,,42.94878641384817,,4.282495776400993,,86.91567052879405,,,,,,,,
89,,,,,,0.0,,,,84.07430063466565,,,23.33662898377684,,,,,43.71552061108286,,4.400335509259888,,87.53721070122334,,,,,,,,
90,,,,,,0.0,,,,92.3114579774444,,,18.20636784054144,,,,,45.5312668933142,,4.701298099744426,,89.60412062657983,,,,,,,,
91,,,,,,0.0,,,,94.70512874700998,,,18.99443493993418,,,,,46.04515314458318,,4.793647843924526,,90.48522008035022,,,,,,,,
92,,,,,,0.0,,,,2.155017882141469e-06,,,4.207560578290173e-08,,,,,5.278907656651173e-07,,6.781979408587138e-08,,2.428403676224211,,,,,,,,
93,,,,,,0.0,,,,2.157810891264617e-06,,,0.0,,,,,5.281598872758424e-07,,5.458007519022e-08,,2.517855190814217,,,,,,,,
94,,,,,,0.0,,,,2.161928856042959e-06,,,0.0,,,,,5.284258410808416e-07,,2.7081799652238096e-08,,11.534777690837002,,,,,,,,
95,,,,,,0.0,,,,2.1533353935172645e-06,,,0.0,,,,,3.029110056623443e-07,,2.7146266361650917e-08,,17.99680141107996,,,,,,,,
