,Em_uc_kg/kWh,Em_cc_kg/kWh,Em_reduce_%,loadvar_uc,loadvar_cc,loadvar_reduce_%,satisfied_energy_%,satisfied_energy_uc_%,Em_reduce_kg
40,0.1758803241989134,0.1533895804510395,12.787526888134298,84738815.89372756,86922465.27958329,-2.576917511561984,98.9634252127548,100.0,62.724750477957976
41,0.1780427739526421,0.1481451093895467,16.79240549860674,74085940.19217226,76638661.10527156,-3.445621269673808,98.77688520755748,100.0,55.26401460362224
42,0.1810262330060207,0.1489934315766113,17.695115728527586,75883871.9704884,78657356.50433892,-3.654906453546733,99.0460127831167,100.0,65.14472417552749
43,0.175827479658994,0.1536509821108592,12.612645981813875,83440748.94440627,85742825.81767601,-2.7589360143489747,99.31086710216688,100.0,60.411174578180955
44,0.1756134510198482,0.1512148268811493,13.893368644034751,83748742.61297497,83055520.09110318,0.8277408116744563,87.75647701642536,100.0,58.69480406033075
45,0.1764871666759389,0.1483507790819126,15.942455264007735,76449678.8572591,79190648.75044699,-3.585325581688344,99.6586611329048,100.0,57.73370026422147
46,0.175506122137913,0.1508331378335135,14.058190109750935,79361350.25494042,82810766.90674955,-4.346469207905636,99.83440226626948,100.0,58.6210985504298
47,0.1778334314990973,0.1431045346312442,19.52889092624262,70842228.69026957,73059569.9505251,-3.129971065633753,94.60622518956266,100.0,49.429459721468824
48,0.1721194404119167,0.1479323166263886,14.052522903655376,78873534.97525547,81744107.92653611,-3.639462783278582,99.72009771465042,100.0,53.96019126926035
49,0.1741102086159077,0.1461186089134327,16.076943405556044,74041405.97642384,77003354.97380817,-4.00039539812016,98.72604487700907,100.0,50.983345757643264
50,0.1787872973570376,0.1463375740728542,18.149904251520397,73105801.12533799,73944965.04265091,-1.147875961135007,90.46805965489553,100.0,50.77255374287443
51,0.1734029980186983,0.1522709930022376,12.1866434017375,82624686.86575185,85296873.75544867,-3.23412649543662,99.7806841606836,100.0,55.714805942650166
52,0.162928172151302,0.1444269308335218,11.355458711338873,60129553.05144212,60120128.866062805,0.0156731339267545,100.0,100.0,4.52917787955787
53,0.1773882814561436,0.1517085422379449,14.476570271383771,78586489.42964678,80933992.57995948,-2.987158692734671,99.57073306239684,100.0,58.02275449283158
54,0.1774432808755643,0.147624364251217,16.804759513694105,74095051.80058008,76561374.36003436,-3.3285928000862377,99.35959925120972,100.0,53.62950201483368
55,0.1721737548025739,0.1468717346727444,14.695631258575093,75564563.55944872,78382438.72269271,-3.729096061048635,99.14644970861478,100.0,48.49096737330998
56,0.1759323379578641,0.1536062660387061,12.690146779328913,83722431.78091872,86264626.25681144,-3.0364556091072803,99.46386373214116,100.0,61.7584347201271
57,0.1742206042856874,0.1442697925344974,17.1913143534255,74505178.24467543,74879598.11811745,-0.5025420813200755,85.7931072433537,100.0,48.1287485153719
58,0.1763880233381828,0.1517662776966826,13.958853427533352,82347756.8864004,85207652.94016726,-3.472949551876827,99.21419254175538,100.0,63.746661018427076
59,0.1753987043162269,0.1478843807273324,15.686731379320154,77398873.50346102,80364044.23930497,-3.8310257005373134,99.39208587341795,100.0,60.27549114788902
60,0.1721737548025739,0.146935234081301,14.658750255062458,75564563.55944872,78367672.31098849,-3.709554610653556,99.14644967826928,100.0,48.369271630941554
61,0.1777634533986564,0.1469750283440256,17.3198846365704,74040202.14353897,76872846.76949342,-3.82581968166822,99.64745064238896,100.0,56.129792743554816
62,0.1745405167552308,0.151109998032569,13.424114445312386,80075240.32423346,82662780.25734416,-3.231385784961076,98.25213923328884,100.0,55.44706282837978
63,0.1751632171033518,0.1524435593260074,12.970564341678564,82886743.6804623,84943022.32326981,-2.48082932384785,99.11010641498292,100.0,60.154156309968144
64,0.1752247369114024,0.1494143363237704,14.7298840577985,78095377.24768642,80895409.04099289,-3.585400176025683,99.78282976890344,100.0,57.45709963080684
65,0.177216994124349,0.1489149829355452,15.97025800411945,76105180.57832658,78275100.60499884,-2.8512119808177867,99.84292231009444,100.0,56.66705096033178
66,0.1756134510198482,0.1513413566455736,13.821318488599864,83748742.61297497,83195849.33305985,0.6601809921734465,88.06036105044245,100.0,58.592611352220715
67,0.172511781305685,0.1516556953561353,12.089658915870498,85505136.3429467,87826976.35177849,-2.715439221708612,99.78619599973553,100.0,61.32365006384183
68,0.1714942555256673,0.1532544968275139,10.635784062996484,85308596.43083948,87548055.0754818,-2.625126585522802,99.7141378767552,100.0,52.75415034915555
69,0.1745147200646526,0.1509969238266439,13.476110341463452,79427554.14630887,81741200.827931,-2.9129018342429367,99.28143281098316,100.0,54.74188055710014
