,Em_uc_kg/kWh,Em_cc_kg/kWh,Em_reduce_%,loadvar_uc,loadvar_cc,loadvar_reduce_%,satisfied_energy_%,satisfied_energy_uc_%,Em_reduce_kg
40,0.1721022810002226,0.1486718570993907,13.614243672227463,70077604.3246262,70412329.07347608,-0.477648675458847,98.93986042515972,100.0,30.1282956491961
41,0.1784711274547593,0.153611151500594,13.929410492723571,89834387.34194729,88639925.37053357,1.329626668312541,89.97267560328748,100.0,73.52817618738615
42,0.1768011952012414,0.1528498074268118,13.547073450022348,93676217.34504086,95674953.03167444,-2.1336639579196066,99.06785197087903,100.0,85.47129400367305
43,0.1741251795738851,0.1669673930724256,4.110713062278455,119901484.71416236,113377951.21127902,5.4407445566124775,92.96100636534952,97.67364018759748,39.18655760812693
44,0.1741130514438894,0.1627551927938287,6.523266668335295,114984428.07800695,109662898.311549,4.6280438624678375,90.8237969163832,100.0,55.88918810388598
45,0.1767944513125114,0.1556571091437179,11.955885499726476,102444829.53604592,101015230.57622802,1.395481808396086,91.37685704749865,100.0,87.72308979265398
46,0.174099790888883,0.1538803333831167,11.61371728394042,96668347.34469172,97220457.741415,-0.5711387562617755,94.8528487123426,100.0,74.36990390316745
47,0.1765634731608994,0.1556318807077054,11.854995871155856,100516435.10094737,99206065.9894982,1.303636674075419,91.60143931786546,100.0,80.91026805494764
48,0.1717138281443041,0.157465983881643,8.297435574430006,108051824.75251476,105833765.11772628,2.0527738794498016,91.69802497430273,99.85082746831463,62.296180294584985
49,0.1757908110062565,0.153794365976515,12.512852579625786,93156389.63194874,96529869.51419818,-3.621308098754916,99.97053936103111,100.0,79.24300549707372
50,0.1696287714184385,0.1455736944933484,14.181012291689168,67428528.49453485,68029444.14635983,-0.8911890341395865,96.9701154884488,100.0,25.11244238723046
51,0.1737217564400032,0.1637653542834528,5.73123502811752,113677703.88665944,107805251.0219904,5.165879204002978,91.65522136072492,99.01107149709976,47.805600279451305
52,0.1916847413675075,0.1799732972926245,6.109742482021136,58850801.90262568,58567220.82973762,0.4818644159807263,76.35490220112831,100.0,1.1912880996396633
53,0.1756461075874668,0.1627016933994819,7.369599227548444,111653172.7310595,106156788.13542622,4.922730327486975,89.74596871076837,96.9380089042861,60.58497098199344
54,0.1764257705489362,0.1538501083280474,12.796125050578627,86787835.93348126,89035554.05879161,-2.5898999567555934,99.02490909676207,100.0,67.49364464702005
55,0.175699476616014,0.1532179299049569,12.795454570527728,94043489.82381454,97779364.7625251,-3.972497134793187,99.9255335461692,100.0,84.2984862314871
56,0.1739835974803599,0.1637293752707198,5.89378674664874,119182844.16040675,113055885.78724012,5.140805638872349,88.223782504225,98.10636897287958,52.67164241031313
57,0.1749625365396045,0.1564072953026466,10.60526533504946,106663538.98824967,104997206.39886084,1.5622326103134732,92.58177975927538,100.0,82.52720138715225
58,0.1740612574275257,0.1646628075458157,5.399507058957783,114688419.73735636,110029207.16522412,4.06249609402773,94.1786224486103,97.31886571497505,47.90021489116925
59,0.1766947893996203,0.1538978176106436,12.901892504265184,93541744.54671106,94878193.274548,-1.428719054057803,95.61323441728284,100.0,78.82823528201263
60,0.175699476616014,0.1532757215871344,12.762562223156776,94043489.82381454,97751286.47682126,-3.942640431520647,99.93071858498617,100.0,84.08614914689099
61,0.1794364273839297,0.1575376985850833,12.20417120320332,101985076.74617285,98972827.42609246,2.95361774113037,93.2878756568892,100.0,87.15604926942824
62,0.1753453860837519,0.1598655915369718,8.828173294155707,107105057.2612743,103361812.30007982,3.494928303957787,90.7408349611176,100.0,66.59696032023538
63,0.1756478515744827,0.1611976153587048,8.226822068273528,109360930.2796128,103747038.00512658,5.133361850646928,90.79056403541004,98.61690535285298,64.78008358152765
64,0.1699052787381013,0.1455163199004213,14.354444440348525,66670867.42479312,67433533.1368268,-1.143926487673185,99.65137723168952,100.0,24.88793258926705
65,0.1741525247581152,0.1657568082418347,4.820898535890566,116704296.7523434,113282442.87054177,2.9320718919742257,95.42551361949012,97.2928323945345,45.64759354988386
66,0.1741130514438894,0.1626026134200871,6.610899027010459,114984428.07800695,109547516.6918844,4.728389293230282,90.61451852547494,100.0,56.50948188350737
67,0.17528408286473,0.1590560051481341,9.258158214582132,105630676.51585165,100677005.32543144,4.689614185777571,88.91100165712216,100.0,67.24705428523198
68,0.1774764220237325,0.1617661879957372,8.852011917332032,109251795.91537036,105614026.35054788,3.329711456313623,93.21548739164544,100.0,73.39509900934728
69,0.1784393188745482,0.1575808167956191,11.689409156282233,101053800.44304188,98199436.1121378,2.8245986973175787,92.91912382671968,98.75881311715766,82.28412311069403
